"SubjectID","Dx","Simulation","Segmentation","VDP","DiceAll","Dice1","Dice2","Dice3"
"510","CF",1,"LinearBinning",0.228318291877614,0.812018489984592,0.770831398049234,0.574595267745953,0.94592284460653
"510","CF",1,"Atropos",0.310367598503192,0.928076161127009,0.925155925155925,0.736352608168217,0.975115295926211
"510","CF",1,"ElBicho",0.219623596742241,0.952724904532133,0.944207087207841,0.923759739619292,0.975771486865596
"510","CF",1,"Kmeans",0.0335681267884658,0.734426590358794,0.333979328165375,0.243374393430384,0.873216206525636
"510","CF",1,"Fuzzy",0.397314549856923,0.951243671582655,0.972768011030679,0.907938487115544,0.959803520261973
"510","CF",2,"LinearBinning",0.350924499229584,0.978483381025754,0.981605479873778,0.940459875133242,0.990943755958055
"510","CF",2,"Atropos",0.274213075060533,0.990149680827647,0.990025188916877,0.969981552909609,0.996089166992569
"510","CF",2,"ElBicho",0.217862645828748,0.994759437453738,0.99369164774161,0.991892426339727,0.997140133460439
"510","CF",2,"Kmeans",0.128274268104777,0.978373321593661,0.936682582520241,0.944888514934792,0.996392851287096
"510","CF",2,"Fuzzy",0.400781421967863,0.99405679066696,0.99615595826469,0.988672120830711,0.995752328050972
"510","CF",3,"LinearBinning",0.325445740699978,0.938806955756108,0.943974461292897,0.835842928845586,0.97593896713615
"510","CF",3,"Atropos",0.281036759850319,0.978593440457847,0.979201910637874,0.932757130509939,0.991223793271575
"510","CF",3,"ElBicho",0.218412942989214,0.985053422914139,0.981098790322581,0.976091681485872,0.992815817915951
"510","CF",3,"Kmeans",0.119909751265683,0.945190402817521,0.82400857449089,0.863111599780099,0.992828750563455
"510","CF",3,"Fuzzy",0.397699757869249,0.982555580013207,0.990352811466373,0.966621038222597,0.985650587758411
"510","CF",4,"LinearBinning",0.101639885538191,0.654578472375082,0.436488242939856,0.358486707566462,0.916523948953097
"510","CF",4,"Atropos",0.298151001540832,0.892031697116443,0.881467181467182,0.62153726102224,0.963754914181609
"510","CF",4,"ElBicho",0.215881576051068,0.931812796208531,0.919391634980989,0.889737563650607,0.965512836888492
"510","CF",4,"Kmeans",0.0271846797270526,0.723255558001321,0.257046979865772,0.231820883693283,0.859907476074443
"510","CF",4,"Fuzzy",0.390490865067136,0.930332379484922,0.957930602878798,0.868097520316733,0.946542660735948
"510","CF",5,"LinearBinning",0.138344706141316,0.694199867928681,0.550711938663746,0.391766122851199,0.919418173773574
"510","CF",5,"Atropos",0.312238608848778,0.902872551177636,0.90542577241899,0.61936887921654,0.963232858562438
"510","CF",5,"ElBicho",0.219018269865728,0.940869771299917,0.928903988926639,0.904225908372828,0.970601364708883
"510","CF",5,"Kmeans",0.0272397094430993,0.720173893902707,0.262328077826233,0.206567164179104,0.859411391065001
"510","CF",5,"Fuzzy",0.393792648029936,0.937926480299362,0.963506682362717,0.882963270388047,0.950998777007746
"510","CF",6,"LinearBinning",0.218027734976888,0.790391811578252,0.749101909623747,0.522980588603632,0.935043023451999
"510","CF",6,"Atropos",0.307561082984812,0.929892141756549,0.928116987940366,0.745545545545546,0.975021615909309
"510","CF",6,"ElBicho",0.219898745322474,0.953553772830881,0.948888609820419,0.925293595184052,0.974179152056105
"510","CF",6,"Kmeans",0.0961919436495708,0.87920977327757,0.615965989607936,0.708864118895966,0.976804752990966
"510","CF",6,"Fuzzy",0.399680827646929,0.952784503631961,0.974429474841903,0.910251046025105,0.960281137626675
"510","CF",7,"LinearBinning",0.139720449042483,0.703114681928241,0.554451119606772,0.418830119573414,0.926505082095387
"510","CF",7,"Atropos",0.300517279330839,0.903587937486243,0.896856675958858,0.665375677769171,0.966164508831881
"510","CF",7,"ElBicho",0.216376843495488,0.934225723339355,0.922648436510951,0.89429940353965,0.966178633079726
"510","CF",7,"Kmeans",0.0281752146158926,0.721769755668061,0.262841894596398,0.217616580310881,0.859644168314036
"510","CF",7,"Fuzzy",0.396874312128549,0.936770856262382,0.964337449127406,0.879622839182818,0.948626239635832
"510","CF",8,"LinearBinning",0.287750385208012,0.883447061413163,0.882904178978472,0.7034444133296,0.957884427032321
"510","CF",8,"Atropos",0.290942108738719,0.956471494607088,0.954541010851501,0.855577871097316,0.98420389572633
"510","CF",8,"ElBicho",0.218137794408981,0.97166711075584,0.966082461228092,0.953940230791991,0.985929840198637
"510","CF",8,"Kmeans",0.098613251155624,0.910356592559982,0.693782141187471,0.786919555264879,0.986937471848
"510","CF",8,"Fuzzy",0.399955976227163,0.970118864186661,0.983439840582698,0.943325331385033,0.975266175266175
"510","CF",9,"LinearBinning",0.342670041822584,0.965331278890601,0.969711126683797,0.904920012073649,0.985718518518519
"510","CF",9,"Atropos",0.275974025974026,0.9884437596302,0.988048609018781,0.964139344262295,0.995567678145244
"510","CF",9,"ElBicho",0.218082764692934,0.992125518058023,0.989155107187894,0.98732924173431,0.996697993395987
"510","CF",9,"Kmeans",0.12920977327757,0.970283953334801,0.908564335953662,0.92430613961312,0.995979652116836
"510","CF",9,"Fuzzy",0.400891481399956,0.99158045344486,0.995332875772135,0.983950487779293,0.993056122865779
"510","CF",10,"LinearBinning",0.279936165529386,0.87145058331499,0.869349739383064,0.675645653985004,0.953724410803372
"510","CF",10,"Atropos",0.293033237948492,0.955535989434295,0.954904061556443,0.853197674418605,0.983230447674136
"510","CF",10,"ElBicho",0.219733656174334,0.968253968253968,0.964070351758794,0.94840441395765,0.983046542637628
"510","CF",10,"Kmeans",0.0965221219458508,0.904303323794849,0.676415094339623,0.772233136869679,0.985001430381299
"510","CF",10,"Fuzzy",0.401882016288796,0.968247853841074,0.982588428845627,0.939939627355054,0.973413449666639
"561","CF",1,"LinearBinning",0.0786564990146517,0.798217804815354,0.575909661229611,0.511917098445596,0.934568465000978
"561","CF",1,"Atropos",0.173592665581355,0.935395424556593,0.90552016985138,0.702766798418972,0.976531330673551
"561","CF",1,"ElBicho",0.0842258589666695,0.950708478513356,0.898270600203459,0.909255242227043,0.974406501746631
"561","CF",1,"Kmeans",0.00856824608002742,0.851255248050724,0.202777777777778,0.178217821782178,0.92886869170055
"561","CF",1,"Fuzzy",0.245051837888784,0.932739268271785,0.94900299982354,0.899667263885334,0.949599432106277
"561","CF",2,"LinearBinning",0.0622911490017993,0.780053123125696,0.485151818485152,0.487112887112887,0.933246414602347
"561","CF",2,"Atropos",0.178733613229372,0.932653585810984,0.898641588296761,0.668646584641493,0.976511045054497
"561","CF",2,"ElBicho",0.0829406220546654,0.948454566581455,0.883649410558688,0.903853078862081,0.975160599571734
"561","CF",2,"Kmeans",0.0101962128352326,0.851340930511524,0.254397834912043,0.158900836320191,0.927803526207654
"561","CF",2,"Fuzzy",0.240853397309571,0.927855368006169,0.944108223567106,0.892437404190087,0.946645109135004
"561","CF",3,"LinearBinning",0.147459515037272,0.910633193385314,0.862440491104986,0.769807989406312,0.966666666666667
"561","CF",3,"Atropos",0.159112329706109,0.969325679033502,0.958043901083634,0.877732240437159,0.987689562890277
"561","CF",3,"ElBicho",0.0842258589666695,0.974986051701692,0.952187182095626,0.953220582943505,0.986842105263158
"561","CF",3,"Kmeans",0.0321309228001028,0.957501499443064,0.62713567839196,0.829436038514443,0.993569628067287
"561","CF",3,"Fuzzy",0.240253620083969,0.966840887670294,0.976296560327927,0.95083216872062,0.974239350912779
"561","CF",4,"LinearBinning",0.138634221574844,0.897866506726073,0.832304526748971,0.741319444444444,0.963626566078405
"561","CF",4,"Atropos",0.164167594893325,0.961185845257476,0.939311098961181,0.841995116846878,0.986263899625379
"561","CF",4,"ElBicho",0.085939508182675,0.968200836820084,0.940584088620342,0.939162112932605,0.983468718825709
"561","CF",4,"Kmeans",0.0335875246337075,0.946277097078228,0.575098814229249,0.784462014437951,0.989856341074095
"561","CF",4,"Fuzzy",0.244366378202382,0.955787850227058,0.968368969782647,0.934617334009123,0.965580635277295
"561","CF",5,"LinearBinning",0.157570045411704,0.934967012252592,0.895108298856169,0.834170854271357,0.977620087336245
"561","CF",5,"Atropos",0.159883471853312,0.968297489503899,0.960643015521064,0.874915483434753,0.986409155937053
"561","CF",5,"ElBicho",0.0846542712706709,0.983537946428571,0.964992389649924,0.968162083936324,0.992217065333809
"561","CF",5,"Kmeans",0.0380430125953217,0.964184731385485,0.714285714285714,0.85353889278206,0.99413097199341
"561","CF",5,"Fuzzy",0.239568160397567,0.973010024847914,0.980189184365518,0.959836275262215,0.979336760407217
"561","CF",6,"LinearBinning",0.0733441864450347,0.791534572872933,0.54766474728087,0.5007182433819,0.933585348367334
"561","CF",6,"Atropos",0.174192442806957,0.940022277439808,0.908079470198676,0.744868035190616,0.978799216105469
"561","CF",6,"ElBicho",0.0831976694370662,0.951946783272085,0.901740020470829,0.909386281588448,0.975790901949582
"561","CF",6,"Kmeans",0.0355582212321138,0.937794533459001,0.560386473429952,0.746143057503506,0.985967617579029
"561","CF",6,"Fuzzy",0.242567046525576,0.935052694713392,0.952110677545229,0.902727740607308,0.950664518727346
"561","CF",7,"LinearBinning",0.1250107103076,0.870105389426784,0.781979082864039,0.6698606271777,0.953198854936422
"561","CF",7,"Atropos",0.167851940707737,0.952446234255848,0.926236152391246,0.785603715170279,0.983408571261066
"561","CF",7,"ElBicho",0.0818267500642618,0.963727678571429,0.926728586171311,0.931818181818182,0.981457709313935
"561","CF",7,"Kmeans",0.0329877474081056,0.94679119184303,0.581094527363184,0.787255909558068,0.989700278092492
"561","CF",7,"Fuzzy",0.242995458829578,0.949790077971039,0.961190855927698,0.925239616613418,0.962730403078793
"561","CF",8,"LinearBinning",0.19047211035901,0.992545625910376,0.989539283329624,0.980584690917206,0.997216035634744
"561","CF",8,"Atropos",0.149087481792477,0.996658384028789,0.997128087306146,0.98668487538409,0.998287165554309
"561","CF",8,"ElBicho",0.0841401765058692,0.998047056635358,0.996437659033079,0.996182512270496,0.999002849002849
"561","CF",8,"Kmeans",0.0393282495073259,0.985091251820752,0.850787766450417,0.938818565400844,0.999330552551625
"561","CF",8,"Fuzzy",0.239139748093565,0.995544512038386,0.997141836370132,0.993323061119671,0.996384089995982
"561","CF",9,"LinearBinning",0.10924513752035,0.845171793333904,0.719322990126939,0.613310507168842,0.94631049986776
"561","CF",9,"Atropos",0.167252163482135,0.951846457030246,0.926908500270709,0.799714896650036,0.982662391639948
"561","CF",9,"ElBicho",0.0850826835746723,0.956881330731345,0.910931174089069,0.918879855465221,0.978374134608522
"561","CF",9,"Kmeans",0.0367577756833176,0.940365007283009,0.562440419447092,0.752932811944543,0.987782340862423
"561","CF",9,"Fuzzy",0.243509553594379,0.946191414617428,0.95910780669145,0.920223577235772,0.959576417880053
"561","CF",10,"LinearBinning",0.178819295690172,0.971553423014309,0.957998622905669,0.926385809312639,0.989706390328152
"561","CF",10,"Atropos",0.151400908234084,0.987061948419159,0.986035907666002,0.949616282949616,0.993941553813257
"561","CF",10,"ElBicho",0.0835403992802673,0.993446432721357,0.987742594484167,0.987135350606994,0.996723179940162
"561","CF",10,"Kmeans",0.0341016193985091,0.974637991603119,0.760314341846758,0.898001378359752,0.997322623828648
"561","CF",10,"Fuzzy",0.241367492074372,0.988518550252763,0.9925320056899,0.982908163265306,0.99068637375987
"563","CF",1,"LinearBinning",0.0467851891458361,0.701644165218554,0.340301409820126,0.412020561486754,0.903802886462163
"563","CF",1,"Atropos",0.218821013233525,0.903087822483625,0.859452950283846,0.61364249123753,0.968140378394275
"563","CF",1,"ElBicho",0.100521320679054,0.930267866825724,0.873267995944576,0.895636921727691,0.96136567834681
"563","CF",1,"Kmeans",0.011696297286459,0.831439647106002,0.263513513513514,0.213245997088792,0.915246500304321
"563","CF",1,"Fuzzy",0.278238203448737,0.915519315599519,0.932588277255974,0.871414038657172,0.940340665924848
"563","CF",2,"LinearBinning",0.0498596444325625,0.698369201978345,0.358653846153846,0.393764278994759,0.899197729629427
"563","CF",2,"Atropos",0.206723700040102,0.920532014436573,0.884943181818182,0.687450462351387,0.973326181303945
"563","CF",2,"ElBicho",0.0962438176714343,0.942817899226487,0.886355785837651,0.916007369675951,0.969248584662892
"563","CF",2,"Kmeans",0.010359577596578,0.829768747493651,0.251152073732719,0.198412698412698,0.915461877948562
"563","CF",2,"Fuzzy",0.278305039433231,0.925611549258121,0.939134569662387,0.886878747840228,0.948513664010965
"563","CF",3,"LinearBinning",0.213407298489507,0.974334981954284,0.966550628121689,0.942446043165468,0.990207269450285
"563","CF",3,"Atropos",0.175912311188344,0.985630263333779,0.979694449816283,0.952147785444024,0.99457058242843
"563","CF",3,"ElBicho",0.0973800294078332,0.991789938153279,0.987637362637363,0.987300197065908,0.995193232070756
"563","CF",3,"Kmeans",0.0446464376420265,0.986098115225237,0.890658942795076,0.953529937444147,0.99763161175053
"563","CF",3,"Fuzzy",0.282783050394332,0.990308782248362,0.993277509140229,0.985089974293059,0.992491467576792
"563","CF",4,"LinearBinning",0.179922470257987,0.917992247025799,0.881755650180151,0.820535322509873,0.970260879806843
"563","CF",4,"Atropos",0.179788798288999,0.973733458093838,0.962325492445974,0.90942613505416,0.990371389270977
"563","CF",4,"ElBicho",0.097112685469857,0.980658689129099,0.964924346629986,0.971378822505169,0.989077358005654
"563","CF",4,"Kmeans",0.0456489774094372,0.963039700574789,0.739255014326647,0.875366238449403,0.992154746585862
"563","CF",4,"Fuzzy",0.278505547386713,0.972196230450475,0.978966131907308,0.957122242836529,0.979757770813924
"563","CF",5,"LinearBinning",0.131533217484294,0.829033551664216,0.731326644370123,0.631942446043166,0.936789449749886
"563","CF",5,"Atropos",0.180056142226975,0.958829033551664,0.940569463023122,0.85948905109489,0.984980548579308
"563","CF",5,"ElBicho",0.0996524528806309,0.966312441263645,0.934147997284454,0.949983583233009,0.981967528717192
"563","CF",5,"Kmeans",0.0380296751771154,0.947734260125652,0.614664586583463,0.827601410934744,0.988052766945989
"563","CF",5,"Fuzzy",0.278839727309183,0.957559149846277,0.968171021377672,0.935064935064935,0.968699360341151
"563","CF",6,"LinearBinning",0.198168694024863,0.948669963908568,0.929612791973664,0.886255924170616,0.981003989757637
"563","CF",6,"Atropos",0.175711803234862,0.980884908434701,0.972136222910217,0.935498421290032,0.993012498769806
"563","CF",6,"ElBicho",0.0977810453147975,0.984924623115578,0.971898560657985,0.977957223919686,0.991462866679504
"563","CF",6,"Kmeans",0.0443790937040503,0.973198770217885,0.811909949164851,0.910391061452514,0.994101030242606
"563","CF",6,"Fuzzy",0.281981018580404,0.98135276032616,0.985709224046297,0.971393417410028,0.9865003417635
"563","CF",7,"LinearBinning",0.0348215479214009,0.684667825157065,0.264803049555273,0.388513513513513,0.899579073962718
"563","CF",7,"Atropos",0.228779574923139,0.889921133538297,0.835625628983563,0.540571428571429,0.965497018864236
"563","CF",7,"ElBicho",0.095909637748964,0.922887909228879,0.84636678200692,0.884615384615385,0.959194083142056
"563","CF",7,"Kmeans",0.00975805373613153,0.831172303168026,0.19557625145518,0.228530872959546,0.91667619156475
"563","CF",7,"Fuzzy",0.280844806844005,0.910506616762465,0.933254437869823,0.862652579751769,0.933901918976546
"563","CF",8,"LinearBinning",0.0882903355166422,0.775230584146504,0.557972544878564,0.548408755203438,0.928418442114756
"563","CF",8,"Atropos",0.196364122443524,0.931359443924609,0.901588460836224,0.738162272843614,0.976046738072055
"563","CF",8,"ElBicho",0.099719288865125,0.9470715835141,0.893111638954869,0.922355507088331,0.971884449591456
"563","CF",8,"Kmeans",0.012966180991846,0.833912578532282,0.302094818081588,0.217299578059072,0.919344362510985
